,original text,fwd_translated,rev_translated
115," @doctorfollowill, thank you for the amazing mix of country, punk, and garage music at O2 last night! Also, thank you for playing some rare songs for us. #lovemusic","@doctorfollowill, gracias por la increíble mezcla de música country, punk y garage en O2 anoche! También, gracias por tocar algunas canciones raras para nosotros. #lovemusic","@doctorfollowill, thanks for the amazing mix of country, punk and garage music at O2 last night! Also, thanks for playing some weird songs for us. #lovemusic"
116," @omgELiiZABETH is saying that the questions became harder all of a sudden, and they don't even know the answer to questions #22 & 23. They're also saying ""Wtf"" or ""What the f***"" to express their frustration.","@omgELIIZABETH está diciendo que las preguntas se volvieron más difíciles de repente, y ni siquiera saben la respuesta a las preguntas #22 y 23. También están diciendo ""Wtf"" o ""What the f***"" para expresar su frustración.","@omgELIIZABETH is saying that the questions suddenly became more difficult, and they don't even know the answer to questions #22 and 23. They're also saying ""Wtf"" or ""What the f***"" to express their frustration."
117, I need to sleep now. Today was really great. Check out my Facebook photos tomorrow! ;),Necesito dormir ahora. Hoy fue realmente genial. Mira mis fotos de Facebook mañana! ;),I need to sleep now. Today was really great. Look at my Facebook photos tomorrow! ;)
118," I understand, but I will be busy with University until 6pm.","Lo entiendo, pero estaré ocupado con la Universidad hasta las 6pm.","I understand, but I'll be busy with college till 6pm."
119," @CharlieeSimpson, I came across an old Busted poster recently and noticed that you had very short hair in it. We've all come a long way since then.","@CharlieeSimpson, me encontré con un viejo póster de Busted recientemente y noté que tenías el pelo muy corto en él. Todos hemos recorrido un largo camino desde entonces.","@CharlieeSimpson, I found an old poster of Busted recently and noticed that you had very short hair on it. We have all come a long way since then."
120, @djrivetkitten desires to cultivate vegetables but the lack of sufficient sunlight impedes this goal.,"@djrivetkitten desea cultivar verduras, pero la falta de suficiente luz solar impide este objetivo.","@ddrivetkitten wants to grow vegetables, but the lack of enough sunlight prevents this objective."
121," @lauryqui, we'll surely miss you, but there will be more to come!","@lauryqui, seguramente te echaremos de menos, ¡pero habrá más por venir!","@lauryqui, surely we will miss you, but there will be more to come!"
122," @StuartDonald, unfortunately, I'm unable to meet with you today as I have some tasks to attend to. However, I promise to make it up to you next time.","@StuartDonald, desafortunadamente, no puedo reunirme con ustedes hoy ya que tengo algunas tareas que atender. Sin embargo, prometo compensarlas la próxima vez.","@StuartDonald, unfortunately, I cannot meet with you today as I have some tasks to attend to. However, I promise to make up for them next time."
123, It looks like @jongoodson is about to sleep on the coach because today didn't go as expected. They're getting tired and sleepy.,Parece que @jongoodson está a punto de dormir en el entrenador porque hoy no ha ido como se esperaba. Se están cansando y duermen.,It seems that @jongoodson is about to sleep on coach because today has not gone as expected. They are getting tired and sleeping.
124, Gina finds it revolting that I drink directly from the juice container.,Gina encuentra repugnante que beba directamente del recipiente de jugo.,Gina finds it disgusting to drink directly from the juice container.
125," Received lots of calls today and caught a cold, causing a sore throat. Later, I'll have to address a whole class of people.","Recibió muchas llamadas hoy y se resfrió, causando dolor de garganta. Más tarde, tendré que dirigirme a toda una clase de personas.","He got a lot of calls today and he caught a cold, causing a sore throat. Later, I’ll have to address a whole class of people."
126, Feel free to bother me as I have started texting again. Haha. 5517418,Siéntete libre de molestarme ya que he empezado a enviar mensajes de texto de nuevo. Haha. 5517418,Feel free to bother me as I have started sending text messages again. Haha. 5517418
127, The iPhone is meant to be used as a phone and not as a camcorder.,El iPhone está destinado a ser utilizado como un teléfono y no como una videocámara.,The iPhone is intended to be used as a phone and not as a camcorder.
128," @LiverpoolFan74, it's a pity that you're not outside enjoying the sun instead. ;) x","@LiverpoolFan74, es una pena que no estés fuera disfrutando del sol en su lugar. ;) x","@LiverpoolFan74, it's a shame you're not out enjoying the sun instead. ;) x"
129, I find you hilarious! How did you manage to stay awake despite having an early work schedule? That's scary! I also need some coffee.,¡Te encuentro gracioso! ¿Cómo te las arreglaste para permanecer despierto a pesar de tener un horario de trabajo temprano? ¡Eso da miedo! También necesito un poco de café.,I find you funny! How did you manage to stay awake despite having an early work schedule? That’s scary! I also need some coffee.
130, Preparing for the birthday bash with only 2 hours remaining.,Prepararse para la fiesta de cumpleaños con sólo 2 horas restantes.,Prepare for the birthday party with only 2 hours left.
131," @penney1115, keep going strong! I truly mean it! There's always someone going through a tougher situation than you somewhere.","@penney1115, sigue siendo fuerte! Lo digo en serio! Siempre hay alguien que está pasando por una situación más difícil que tú en algún lugar.","@penney1115, stay strong! I mean it! There is always someone who is going through a more difficult situation than you are somewhere."
132," I used my blogger blog scraper on @louisgray's blog, but couldn't find any comments because he used Disqus.","Usé mi blog blogger raspador en el blog de @louisgray, pero no pude encontrar ningún comentario porque usó Disqus.","I used my blog blogger scraper on @louisgray's blog, but I couldn't find any comments because he used Disqus."
133," I stayed awake at night due to insufficient sleep, and now I am making lunch pancakes with my friend Vin.","Me quedé despierto por la noche debido a un sueño insuficiente, y ahora estoy haciendo panqueques de almuerzo con mi amigo Vin.","I stayed up at night because of an insufficient sleep, and now I'm making lunch pancakes with my friend Vin."
134," @sassyback, absolutely! However, I am present to sing at the top of my lungs for me!!!","@sassyback, absolutamente! Sin embargo, estoy presente para cantar en la parte superior de mis pulmones para mí!!!","@sassyback, absolutely! However, I am present to sing on top of my lungs for me!!!"
135," @create4you Apologies for being a bother, but why aren't my blip links appearing correctly? Instead, people are being directed to my profile. Thanks in advance!","@create4you Disculpas por ser una molestia, pero ¿por qué mis enlaces blip no aparecen correctamente? En su lugar, la gente está siendo dirigida a mi perfil. ¡Gracias de antemano!","@create4you Sorry to be a nuisance, but why do my blip links not appear properly? Instead, people are being directed to my profile. Thank you in advance!"
136," Today I had an amazing day! I met Jack Chambers and enjoyed some delicious food from Wendy's. Not only that, but I also purchased Taylor Swift's first album and finally got my camera back. It was the best day ever!","Hoy tuve un día increíble! Conocí a Jack Chambers y disfruté de una deliciosa comida de Wendy's. No sólo eso, sino que también compré el primer álbum de Taylor Swift y finalmente recuperé mi cámara. ¡Fue el mejor día de mi vida!","Today I had an amazing day! I met Jack Chambers and enjoyed a delicious Wendy's meal. Not only that, but I also bought Taylor Swift's first album and finally got my camera back. It was the best day of my life!"
137," @heatherpinknyla, I am not sure, but I think it might be some kind of food she consumed that didn't taste good.","@heatherpinknyla, no estoy seguro, pero creo que podría ser algún tipo de comida que ella consumió que no sabía bien.","@heatherpinknyla, I'm not sure, but I think it might be some kind of food she consumed that she didn't know well."
138," Attempted to go swimming today for the first time in a while, but the pool was closed due to a swimming competition. The weekend isn't going as planned.","Intento ir a nadar hoy por primera vez en un tiempo, pero la piscina estaba cerrada debido a una competencia de natación. El fin de semana no va como lo previsto.","I try to go swimming today for the first time in a while, but the pool was closed due to a swimming competition. The weekend is not going as planned."
